ID	adj.P.Val	P.Value	F	SPOT_ID
260436_at	1.55e-02	6.87e-03	5.09977	follicular dendritic cell secreted protein
8867_at	1.55e-02	6.88e-03	5.09831	synaptojanin 1
1160_at	1.55e-02	6.88e-03	5.0976	creatine kinase, mitochondrial 2 (sarcomeric)
117247_at	1.56e-02	6.89e-03	5.09648	solute carrier family 16 (aromatic amino acid transporter), member 10
79877_at	1.56e-02	6.89e-03	5.09591	dephospho-CoA kinase domain containing
283867_at	1.56e-02	6.90e-03	5.09486	long intergenic non-protein coding RNA 922
54209_at	1.56e-02	6.90e-03	5.09426	triggering receptor expressed on myeloid cells 2
54504_at	1.56e-02	6.90e-03	5.09414	carboxypeptidase, vitellogenic-like
56990_at	1.56e-02	6.91e-03	5.09324	CDC42 small effector 2
112885_at	1.56e-02	6.91e-03	5.09269	PHD finger protein 21B
5308_at	1.56e-02	6.93e-03	5.0907	paired-like homeodomain 2
4864_at	1.56e-02	6.93e-03	5.09058	Niemann-Pick disease, type C1
318_at	1.56e-02	6.93e-03	5.08976	nudix (nucleoside diphosphate linked moiety X)-type motif 2
58527_at	1.57e-02	6.94e-03	5.08849	ABRA C-terminal like
57127_at	1.57e-02	6.94e-03	5.08838	Rh family, B glycoprotein (gene/pseudogene)
168537_at	1.57e-02	6.94e-03	5.08815	GTPase, IMAP family member 7
92346_at	1.57e-02	6.94e-03	5.08804	chromosome 1 open reading frame 105
3167_at	1.57e-02	6.95e-03	5.08798	H6 family homeobox 2
79652_at	1.57e-02	6.95e-03	5.08779	transmembrane protein 204
4191_at	1.57e-02	6.95e-03	5.08716	malate dehydrogenase 2, NAD (mitochondrial)
7321_at	1.57e-02	6.96e-03	5.08616	ubiquitin-conjugating enzyme E2D 1
101927901_at	1.57e-02	6.96e-03	5.08613	uncharacterized LOC101927901
55124_at	1.57e-02	6.97e-03	5.0849	piwi-like RNA-mediated gene silencing 2
3988_at	1.57e-02	6.97e-03	5.08477	lipase A, lysosomal acid, cholesterol esterase
81565_at	1.57e-02	6.97e-03	5.08407	nudE neurodevelopment protein 1-like 1
9149_at	1.57e-02	6.98e-03	5.0832	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B
102467079_at	1.57e-02	6.99e-03	5.08158	uncharacterized LOC102467079
84692_at	1.58e-02	7.01e-03	5.07853	coiled-coil domain containing 54
91057_at	1.58e-02	7.01e-03	5.07824	coiled-coil domain containing 34
10072_at	1.58e-02	7.03e-03	5.07507	dipeptidyl-peptidase 3
26077_at	1.58e-02	7.03e-03	5.07457	uncharacterized LOC26077
79675_at	1.58e-02	7.03e-03	5.07453	FAST kinase domains 1
319089_at	1.58e-02	7.04e-03	5.07442	tetratricopeptide repeat domain 6
26269_at	1.59e-02	7.05e-03	5.07168	F-box protein 8
147323_at	1.59e-02	7.07e-03	5.06946	StAR-related lipid transfer (START) domain containing 6
23530_at	1.59e-02	7.09e-03	5.06703	nicotinamide nucleotide transhydrogenase
4622_at	1.60e-02	7.09e-03	5.06648	myosin, heavy chain 4, skeletal muscle
138307_at	1.60e-02	7.09e-03	5.06619	lipocalin 8
54838_at	1.60e-02	7.09e-03	5.06616	WW domain binding protein 1-like
55663_at	1.60e-02	7.09e-03	5.06614	zinc finger protein 446
79033_at	1.60e-02	7.10e-03	5.06508	ERI1 exoribonuclease family member 3
101929284_at	1.60e-02	7.10e-03	5.06429	uncharacterized LOC101929284
22876_at	1.60e-02	7.11e-03	5.06358	inositol polyphosphate-5-phosphatase F
80341_at	1.60e-02	7.11e-03	5.06283	BPI fold containing family B, member 2
7976_at	1.60e-02	7.11e-03	5.06277	frizzled class receptor 3
4005_at	1.60e-02	7.12e-03	5.06251	LIM domain only 2 (rhombotin-like 1)
2849_at	1.60e-02	7.12e-03	5.06238	G protein-coupled receptor 26
10952_at	1.60e-02	7.13e-03	5.06114	Sec61 translocon beta subunit
664_at	1.61e-02	7.15e-03	5.05778	BCL2/adenovirus E1B 19kDa interacting protein 3
23443_at	1.61e-02	7.15e-03	5.05775	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3
10522_at	1.61e-02	7.15e-03	5.05728	DEAF1 transcription factor
113791_at	1.61e-02	7.16e-03	5.05582	phosphoinositide-3-kinase interacting protein 1
1442_at	1.61e-02	7.17e-03	5.05461	chorionic somatomammotropin hormone 1 (placental lactogen)
80133_at	1.61e-02	7.18e-03	5.05334	maestro heat-like repeat family member 9
7754_at	1.61e-02	7.18e-03	5.05283	zinc finger protein 204, pseudogene
941_at	1.61e-02	7.19e-03	5.05197	CD80 molecule
23633_at	1.61e-02	7.19e-03	5.05192	karyopherin alpha 6 (importin alpha 7)
152503_at	1.61e-02	7.19e-03	5.05126	SH3 domain containing 19
84307_at	1.61e-02	7.20e-03	5.05095	zinc finger protein 397
93589_at	1.62e-02	7.22e-03	5.04742	calcium channel, voltage-dependent, alpha 2/delta subunit 4
283600_at	1.62e-02	7.22e-03	5.04695	solute carrier family 25, member 47
51490_at	1.62e-02	7.23e-03	5.04525	chromosome 9 open reading frame 114
2542_at	1.62e-02	7.24e-03	5.04504	solute carrier family 37 (glucose-6-phosphate transporter), member 4
9711_at	1.62e-02	7.24e-03	5.04397	KIAA0226
57156_at	1.62e-02	7.25e-03	5.04366	transmembrane protein 63C
55904_at	1.63e-02	7.25e-03	5.0431	lysine (K)-specific methyltransferase 2E
79852_at	1.63e-02	7.25e-03	5.04305	epoxide hydrolase 3
284365_at	1.63e-02	7.25e-03	5.04276	uncharacterized LOC284365
6839_at	1.63e-02	7.25e-03	5.04234	suppressor of variegation 3-9 homolog 1 (Drosophila)
64400_at	1.63e-02	7.26e-03	5.0415	AKT interacting protein
4908_at	1.63e-02	7.26e-03	5.04141	neurotrophin 3
8717_at	1.63e-02	7.27e-03	5.0406	TNFRSF1A-associated via death domain
9931_at	1.63e-02	7.27e-03	5.03997	helicase with zinc finger
27136_at	1.63e-02	7.27e-03	5.03965	MORC family CW-type zinc finger 1
5053_at	1.63e-02	7.27e-03	5.03959	phenylalanine hydroxylase
102724323_at	1.63e-02	7.28e-03	5.03923	uncharacterized LOC102724323
10989_at	1.63e-02	7.29e-03	5.03683	inner membrane protein, mitochondrial
4166_at	1.64e-02	7.30e-03	5.03512	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6
26515_at	1.64e-02	7.31e-03	5.03433	translocase of inner mitochondrial membrane 10 homolog B (yeast)
11074_at	1.64e-02	7.32e-03	5.03274	tripartite motif containing 31
729678_at	1.64e-02	7.33e-03	5.03086	long intergenic non-protein coding RNA 847
83546_at	1.64e-02	7.33e-03	5.03081	retbindin
54902_at	1.64e-02	7.33e-03	5.03077	tetratricopeptide repeat domain 19
3952_at	1.64e-02	7.34e-03	5.03036	leptin
116173_at	1.64e-02	7.34e-03	5.02957	CKLF-like MARVEL transmembrane domain containing 5
100996425_at	1.64e-02	7.34e-03	5.02957	prostate cancer-associated 47
100132354_at	1.64e-02	7.35e-03	5.02902	long intergenic non-protein coding RNA 1512
30062_at	1.64e-02	7.35e-03	5.02874	retina and anterior neural fold homeobox
124152_at	1.64e-02	7.35e-03	5.02835	IQ motif containing K
1939_at	1.65e-02	7.37e-03	5.02612	eukaryotic translation initiation factor 2D
1962_at	1.65e-02	7.37e-03	5.02589	enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase
28658_at	1.65e-02	7.38e-03	5.02441	T cell receptor alpha variable 25
51255_at	1.65e-02	7.39e-03	5.02363	ring finger protein 181
55850_at	1.65e-02	7.39e-03	5.02279	unconventional SNARE in the ER 1 homolog (S. cerevisiae)
283248_at	1.65e-02	7.40e-03	5.02218	REST corepressor 2
54888_at	1.66e-02	7.41e-03	5.02021	NOP2/Sun RNA methyltransferase family, member 2
245937_at	1.66e-02	7.41e-03	5.02	defensin, beta 124
64689_at	1.66e-02	7.42e-03	5.01879	golgi reassembly stacking protein 1, 65kDa
6419_at	1.66e-02	7.42e-03	5.01815	SET domain and mariner transposase fusion gene
100885778_at	1.66e-02	7.43e-03	5.01763	NALCN antisense RNA 1
117196_at	1.66e-02	7.43e-03	5.01761	MAS-related GPR, member X4
5862_at	1.66e-02	7.43e-03	5.01731	RAB2A, member RAS oncogene family
138009_at	1.66e-02	7.45e-03	5.01441	DDB1 and CUL4 associated factor 4-like 2
10401_at	1.66e-02	7.45e-03	5.0143	protein inhibitor of activated STAT, 3
2733_at	1.66e-02	7.45e-03	5.01387	GLE1 RNA export mediator
23184_at	1.66e-02	7.46e-03	5.01369	mesoderm development candidate 2
6829_at	1.66e-02	7.46e-03	5.01327	SPT5 homolog, DSIF elongation factor subunit
56158_at	1.66e-02	7.46e-03	5.0129	testis expressed 12
9736_at	1.67e-02	7.46e-03	5.01258	ubiquitin specific peptidase 34
113_at	1.67e-02	7.47e-03	5.01223	adenylate cyclase 7
5195_at	1.67e-02	7.48e-03	5.01015	peroxisomal biogenesis factor 14
92703_at	1.67e-02	7.49e-03	5.00951	transmembrane protein 183A
254956_at	1.67e-02	7.51e-03	5.00604	MORN repeat containing 5
256309_at	1.68e-02	7.51e-03	5.00568	coiled-coil domain containing 110
283104_at	1.68e-02	7.52e-03	5.00531	SBF2 antisense RNA 1
154872_at	1.68e-02	7.52e-03	5.00409	chromosome 7 open reading frame 77
2736_at	1.68e-02	7.53e-03	5.00394	GLI family zinc finger 2
54877_at	1.68e-02	7.53e-03	5.00351	zinc finger, CCHC domain containing 2
54758_at	1.68e-02	7.54e-03	5.00176	kelch domain containing 4
5457_at	1.68e-02	7.54e-03	5.00123	POU class 4 homeobox 1
57524_at	1.68e-02	7.56e-03	4.99955	CASK interacting protein 1
7140_at	1.68e-02	7.56e-03	4.99912	troponin T type 3 (skeletal, fast)
148252_at	1.69e-02	7.57e-03	4.99802	DIRAS family, GTP-binding RAS-like 1
101927768_at	1.69e-02	7.57e-03	4.9975	uncharacterized LOC101927768
339929_at	1.69e-02	7.58e-03	4.9967	LPP antisense RNA 2
55711_at	1.69e-02	7.58e-03	4.99652	fatty acyl CoA reductase 2
126402_at	1.69e-02	7.58e-03	4.99604	coiled-coil domain containing 105
26689_at	1.69e-02	7.60e-03	4.99367	olfactory receptor, family 4, subfamily D, member 1
26277_at	1.69e-02	7.60e-03	4.99351	TERF1 (TRF1)-interacting nuclear factor 2
8789_at	1.69e-02	7.60e-03	4.99344	fructose-1,6-bisphosphatase 2
387082_at	1.69e-02	7.61e-03	4.99209	small ubiquitin-like modifier 4
80262_at	1.69e-02	7.62e-03	4.99131	chromosome 16 open reading frame 70
10524_at	1.70e-02	7.62e-03	4.99071	K(lysine) acetyltransferase 5
23710_at	1.70e-02	7.63e-03	4.98892	GABA(A) receptor-associated protein like 1
10318_at	1.70e-02	7.64e-03	4.98809	TNFAIP3 interacting protein 1
91107_at	1.70e-02	7.66e-03	4.986	tripartite motif containing 47
101928526_at	1.70e-02	7.66e-03	4.98525	uncharacterized LOC101928526
284525_at	1.70e-02	7.66e-03	4.98517	solute carrier family 9, member C2 (putative)
8165_at	1.70e-02	7.67e-03	4.98459	A kinase (PRKA) anchor protein 1
84665_at	1.71e-02	7.67e-03	4.98333	myopalladin
931_at	1.71e-02	7.69e-03	4.98116	membrane-spanning 4-domains, subfamily A, member 1
283197_at	1.71e-02	7.69e-03	4.98104	long intergenic non-protein coding RNA 301
57178_at	1.71e-02	7.69e-03	4.98084	zinc finger, MIZ-type containing 1
100652853_at	1.71e-02	7.69e-03	4.98077	long intergenic non-protein coding RNA 1023
6499_at	1.71e-02	7.69e-03	4.98071	SKI2 homolog, superkiller viralicidic activity 2-like
6882_at	1.71e-02	7.71e-03	4.97913	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa
83933_at	1.71e-02	7.71e-03	4.97905	histone deacetylase 10
23400_at	1.72e-02	7.72e-03	4.97676	ATPase type 13A2
132014_at	1.72e-02	7.72e-03	4.97661	interleukin 17 receptor E
51727_at	1.72e-02	7.74e-03	4.97514	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic
203238_at	1.72e-02	7.74e-03	4.97479	coiled-coil domain containing 171
10938_at	1.72e-02	7.74e-03	4.97472	EH-domain containing 1
51028_at	1.72e-02	7.74e-03	4.97445	vacuolar protein sorting 36 homolog (S. cerevisiae)
6429_at	1.72e-02	7.74e-03	4.97396	serine/arginine-rich splicing factor 4
89872_at	1.72e-02	7.75e-03	4.97319	aquaporin 10
79659_at	1.72e-02	7.76e-03	4.97219	dynein, cytoplasmic 2, heavy chain 1
153745_at	1.72e-02	7.76e-03	4.97135	family with sequence similarity 71, member B
25956_at	1.72e-02	7.77e-03	4.97024	SEC31 homolog B, COPII coat complex component
1730_at	1.72e-02	7.77e-03	4.9702	diaphanous-related formin 2
5447_at	1.73e-02	7.78e-03	4.96913	P450 (cytochrome) oxidoreductase
84296_at	1.73e-02	7.78e-03	4.96866	GINS complex subunit 4 (Sld5 homolog)
84852_at	1.73e-02	7.79e-03	4.96807	ATP1A1 antisense RNA 1
7499_at	1.73e-02	7.80e-03	4.96615	Xg blood group
63036_at	1.73e-02	7.80e-03	4.9661	chymotrypsin-like elastase family, member 2A
3055_at	1.73e-02	7.81e-03	4.96546	HCK proto-oncogene, Src family tyrosine kinase
23544_at	1.73e-02	7.81e-03	4.96457	seizure related 6 homolog (mouse)-like
135250_at	1.73e-02	7.82e-03	4.9638	retinoic acid early transcript 1E
55650_at	1.73e-02	7.82e-03	4.96351	phosphatidylinositol glycan anchor biosynthesis, class V
9134_at	1.74e-02	7.84e-03	4.96144	cyclin E2
105378948_at	1.74e-02	7.84e-03	4.96118	skin secretory protein xP2-like
10017_at	1.74e-02	7.84e-03	4.9605	BCL2-like 10 (apoptosis facilitator)
6425_at	1.74e-02	7.86e-03	4.95833	secreted frizzled-related protein 5
4234_at	1.75e-02	7.88e-03	4.95561	methyltransferase like 1
51278_at	1.75e-02	7.88e-03	4.95553	immediate early response 5
1605_at	1.75e-02	7.89e-03	4.95426	dystroglycan 1 (dystrophin-associated glycoprotein 1)
80144_at	1.75e-02	7.90e-03	4.95292	Fraser extracellular matrix complex subunit 1
400745_at	1.75e-02	7.90e-03	4.95275	SH2 domain containing 5
10277_at	1.75e-02	7.91e-03	4.95227	ubiquitination factor E4B
374395_at	1.75e-02	7.91e-03	4.95206	transmembrane protein 179B
102723665_at	1.75e-02	7.91e-03	4.95173	basic proline-rich protein-like
130951_at	1.75e-02	7.93e-03	4.94949	meiosis 1 associated protein
128272_at	1.76e-02	7.93e-03	4.94855	Rho guanine nucleotide exchange factor (GEF) 19
100131366_at	1.76e-02	7.94e-03	4.94751	long intergenic non-protein coding RNA 605
100289410_at	1.76e-02	7.95e-03	4.94707	MCF2L antisense RNA 1
145957_at	1.76e-02	7.96e-03	4.94482	neuregulin 4
10879_at	1.76e-02	7.98e-03	4.94301	submaxillary gland androgen regulated protein 3B
64418_at	1.76e-02	7.98e-03	4.94292	transmembrane protein 168
51362_at	1.77e-02	7.98e-03	4.94201	cell division cycle 40
283489_at	1.77e-02	7.99e-03	4.94154	chromosome alignment maintaining phosphoprotein 1
9365_at	1.77e-02	7.99e-03	4.94154	klotho
9312_at	1.77e-02	7.99e-03	4.94143	potassium channel, voltage gated Shab related subfamily B, member 2
80339_at	1.77e-02	7.99e-03	4.94136	patatin-like phospholipase domain containing 3
51744_at	1.77e-02	7.99e-03	4.94111	CD244 molecule, natural killer cell receptor 2B4
59084_at	1.77e-02	7.99e-03	4.94108	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)
5292_at	1.77e-02	8.00e-03	4.93944	Pim-1 proto-oncogene, serine/threonine kinase
124936_at	1.77e-02	8.00e-03	4.9393	cytochrome b5 domain containing 2
64405_at	1.77e-02	8.01e-03	4.93899	cadherin 22, type 2
9592_at	1.77e-02	8.02e-03	4.93784	immediate early response 2
11276_at	1.77e-02	8.02e-03	4.93761	synergin, gamma
200205_at	1.77e-02	8.03e-03	4.93609	IBA57 homolog, iron-sulfur cluster assembly
381_at	1.77e-02	8.03e-03	4.93594	ADP-ribosylation factor 5
5626_at	1.78e-02	8.04e-03	4.93425	PROP paired-like homeobox 1
79039_at	1.78e-02	8.04e-03	4.93409	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54
128822_at	1.78e-02	8.05e-03	4.9329	cystatin 9 (testatin)
10531_at	1.78e-02	8.06e-03	4.93226	pitrilysin metallopeptidase 1
5685_at	1.78e-02	8.06e-03	4.93218	proteasome subunit alpha 4
54737_at	1.78e-02	8.06e-03	4.93217	M-phase phosphoprotein 8
130827_at	1.78e-02	8.06e-03	4.93212	transmembrane protein 182
642987_at	1.78e-02	8.07e-03	4.93083	transmembrane protein 232
5161_at	1.78e-02	8.07e-03	4.93047	pyruvate dehydrogenase (lipoamide) alpha 2
10859_at	1.78e-02	8.08e-03	4.92948	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1
149095_at	1.78e-02	8.08e-03	4.92891	DC-STAMP domain containing 1
128710_at	1.78e-02	8.09e-03	4.92828	SLX4 interacting protein
201651_at	1.78e-02	8.09e-03	4.92772	arylacetamide deacetylase pseudogene 1
29888_at	1.79e-02	8.10e-03	4.92699	striatin, calmodulin binding protein 4
26284_at	1.79e-02	8.10e-03	4.92689	Era-like 12S mitochondrial rRNA chaperone 1
81796_at	1.79e-02	8.10e-03	4.92647	solute carrier organic anion transporter family, member 5A1
79191_at	1.79e-02	8.11e-03	4.92611	iroquois homeobox 3
64223_at	1.79e-02	8.11e-03	4.92594	MTOR associated protein, LST8 homolog
163115_at	1.79e-02	8.11e-03	4.92549	zinc finger protein 781
4437_at	1.79e-02	8.13e-03	4.923	mutS homolog 3
64839_at	1.79e-02	8.13e-03	4.92261	F-box and leucine-rich repeat protein 17
171483_at	1.79e-02	8.14e-03	4.9223	family with sequence similarity 9, member B
7126_at	1.79e-02	8.14e-03	4.92177	tumor necrosis factor, alpha-induced protein 1 (endothelial)
1493_at	1.79e-02	8.14e-03	4.92167	cytotoxic T-lymphocyte-associated protein 4
286262_at	1.79e-02	8.14e-03	4.9213	taperin
27301_at	1.79e-02	8.14e-03	4.92112	APEX nuclease (apurinic/apyrimidinic endonuclease) 2
27067_at	1.79e-02	8.15e-03	4.921	staufen double-stranded RNA binding protein 2
102606465_at	1.79e-02	8.15e-03	4.92084	uncharacterized LOC102606465
142_at	1.79e-02	8.15e-03	4.92014	poly (ADP-ribose) polymerase 1
9908_at	1.79e-02	8.16e-03	4.91945	GTPase activating protein (SH3 domain) binding protein 2
140870_at	1.79e-02	8.16e-03	4.91944	WAP four-disulfide core domain 6
84987_at	1.80e-02	8.17e-03	4.91852	COX14 cytochrome c oxidase assembly factor
113746_at	1.80e-02	8.18e-03	4.91658	outer dense fiber of sperm tails 3
128653_at	1.80e-02	8.18e-03	4.91612	chromosome 20 open reading frame 141
103910_at	1.80e-02	8.19e-03	4.91565	myosin, light chain 12B, regulatory
728012_at	1.80e-02	8.19e-03	4.91526	MCHR2 antisense RNA 1
1496_at	1.80e-02	8.20e-03	4.91385	catenin (cadherin-associated protein), alpha 2
23562_at	1.80e-02	8.21e-03	4.91306	claudin 14
255189_at	1.80e-02	8.21e-03	4.91298	phospholipase A2, group IVF
163071_at	1.81e-02	8.22e-03	4.9114	zinc finger protein 114
326340_at	1.81e-02	8.23e-03	4.90993	zygote arrest 1
84634_at	1.81e-02	8.24e-03	4.90947	KISS1 receptor
90589_at	1.81e-02	8.24e-03	4.90847	zinc finger protein 625
139599_at	1.81e-02	8.25e-03	4.90792	melanoma antigen family E2
92689_at	1.81e-02	8.25e-03	4.90766	family with sequence similarity 114, member A1
56888_at	1.81e-02	8.25e-03	4.90744	potassium channel modulatory factor 1
149563_at	1.82e-02	8.27e-03	4.90533	chromosome 1 open reading frame 64
283875_at	1.82e-02	8.28e-03	4.90379	long intergenic non-protein coding RNA 514
190_at	1.82e-02	8.28e-03	4.90367	nuclear receptor subfamily 0, group B, member 1
26063_at	1.82e-02	8.29e-03	4.90296	2,4-dienoyl CoA reductase 2, peroxisomal
342979_at	1.82e-02	8.29e-03	4.9027	paralemmin 3
101927067_at	1.82e-02	8.29e-03	4.90247	long intergenic non-protein coding RNA 1607
100874253_at	1.82e-02	8.29e-03	4.90203	long intergenic non-protein coding RNA 853
1628_at	1.82e-02	8.31e-03	4.90014	D site of albumin promoter (albumin D-box) binding protein
7073_at	1.82e-02	8.31e-03	4.90008	TIA1 cytotoxic granule-associated RNA binding protein-like 1
101929660_at	1.83e-02	8.33e-03	4.89809	uncharacterized LOC101929660
22926_at	1.83e-02	8.33e-03	4.89701	activating transcription factor 6
4190_at	1.83e-02	8.33e-03	4.897	malate dehydrogenase 1, NAD (soluble)
1307_at	1.83e-02	8.34e-03	4.89609	collagen, type XVI, alpha 1
140462_at	1.83e-02	8.37e-03	4.89295	ankyrin repeat and SOCS box containing 9
55972_at	1.83e-02	8.37e-03	4.89272	solute carrier family 25, member 40
51700_at	1.83e-02	8.37e-03	4.89255	cytochrome b5 reductase 2
22870_at	1.84e-02	8.38e-03	4.89119	protein phosphatase 6, regulatory subunit 1
8359_at	1.84e-02	8.38e-03	4.89111	histone cluster 1, H4a
285033_at	1.84e-02	8.38e-03	4.89075	STARD7 antisense RNA 1
102725022_at	1.84e-02	8.38e-03	4.89073	uncharacterized LOC102725022
63827_at	1.84e-02	8.39e-03	4.89046	brevican
222389_at	1.84e-02	8.39e-03	4.89024	BEN domain containing 7
6317_at	1.84e-02	8.39e-03	4.89001	serpin peptidase inhibitor, clade B (ovalbumin), member 3
646600_at	1.84e-02	8.39e-03	4.88994	IGF2BP2 antisense RNA 1
199920_at	1.84e-02	8.40e-03	4.88883	chromosome 1 open reading frame 168
5890_at	1.84e-02	8.41e-03	4.88727	RAD51 paralog B
50831_at	1.84e-02	8.42e-03	4.88677	taste receptor, type 2, member 3
9682_at	1.84e-02	8.42e-03	4.88644	lysine (K)-specific demethylase 4A
97_at	1.84e-02	8.42e-03	4.88642	acylphosphatase 1, erythrocyte (common) type
2139_at	1.84e-02	8.42e-03	4.88585	EYA transcriptional coactivator and phosphatase 2
58515_at	1.84e-02	8.43e-03	4.88525	selenoprotein K
7040_at	1.84e-02	8.43e-03	4.88504	transforming growth factor, beta 1
140689_at	1.85e-02	8.43e-03	4.88456	cerebellin 4 precursor
29018_at	1.85e-02	8.44e-03	4.88426	FOXN3 antisense RNA 2
79955_at	1.85e-02	8.44e-03	4.88426	PDZ domain containing 7
60592_at	1.85e-02	8.45e-03	4.88321	short coiled-coil protein
51065_at	1.85e-02	8.46e-03	4.88189	ribosomal protein S27-like
101929378_at	1.85e-02	8.46e-03	4.88153	uncharacterized LOC101929378
284106_at	1.85e-02	8.46e-03	4.8813	CDGSH iron sulfur domain 3
163154_at	1.85e-02	8.46e-03	4.88091	proline rich 22
153579_at	1.85e-02	8.46e-03	4.88081	butyrophilin-like 9
78997_at	1.85e-02	8.47e-03	4.88043	ganglioside induced differentiation associated protein 1-like 1
645638_at	1.85e-02	8.48e-03	4.87949	WAP four-disulfide core domain 21, pseudogene
54898_at	1.85e-02	8.48e-03	4.87856	ELOVL fatty acid elongase 2
51282_at	1.85e-02	8.49e-03	4.87803	SCAN domain containing 1
